time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:35:00	34500	0	0	0	98	0	0	0	98
09:40:00	34800	0	1	0	97	0	1	0	97
09:45:00	35100	0	0	0	97	0	0	0	97
09:50:00	35400	0	1	0	96	0	1	0	96
09:55:00	35700	0	0	0	96	0	0	0	96
10:00:00	36000	0	0	0	96	0	0	0	96
10:05:00	36300	0	1	0	95	0	1	0	95
10:10:00	36600	0	0	0	95	0	0	0	95
10:15:00	36900	0	1	0	94	0	1	0	94
10:20:00	37200	0	0	0	94	0	0	0	94
10:25:00	37500	0	1	0	93	0	1	0	93
10:30:00	37800	0	0	0	93	0	0	0	93
10:35:00	38100	0	0	0	93	0	0	0	93
10:40:00	38400	0	1	0	92	0	1	0	92
10:45:00	38700	0	0	0	92	0	0	0	92
10:50:00	39000	0	1	0	91	0	1	0	91
10:55:00	39300	0	0	0	91	0	0	0	91
11:00:00	39600	0	0	0	91	0	0	0	91
11:05:00	39900	0	1	0	90	0	1	0	90
11:10:00	40200	0	0	0	90	0	0	0	90
11:15:00	40500	0	1	0	89	0	1	0	89
11:20:00	40800	0	0	0	89	0	0	0	89
11:25:00	41100	0	1	0	88	0	1	0	88
11:30:00	41400	0	0	0	88	0	0	0	88
11:35:00	41700	0	0	0	88	0	0	0	88
11:40:00	42000	0	1	0	87	0	1	0	87
11:45:00	42300	0	0	0	87	0	0	0	87
11:50:00	42600	0	1	0	86	0	1	0	86
11:55:00	42900	0	0	0	86	0	0	0	86
12:00:00	43200	0	0	0	86	0	0	0	86
12:05:00	43500	0	1	0	85	0	1	0	85
12:10:00	43800	0	0	0	85	0	0	0	85
12:15:00	44100	0	1	0	84	0	1	0	84
12:20:00	44400	0	0	0	84	0	0	0	84
12:25:00	44700	0	1	0	83	0	1	0	83
12:30:00	45000	0	0	0	83	0	0	0	83
12:35:00	45300	0	0	0	83	0	0	0	83
12:40:00	45600	0	1	0	82	0	1	0	82
12:45:00	45900	0	0	0	82	0	0	0	82
12:50:00	46200	0	1	0	81	0	1	0	81
12:55:00	46500	0	0	0	81	0	0	0	81
13:00:00	46800	0	0	0	81	0	0	0	81
13:05:00	47100	0	1	0	80	0	1	0	80
13:10:00	47400	0	0	0	80	0	0	0	80
13:15:00	47700	0	1	0	79	0	1	0	79
13:20:00	48000	0	0	0	79	0	0	0	79
13:25:00	48300	0	1	0	78	0	1	0	78
13:30:00	48600	0	0	0	78	0	0	0	78
13:35:00	48900	0	0	0	78	0	0	0	78
13:40:00	49200	0	1	0	77	0	1	0	77
13:45:00	49500	0	0	0	77	0	0	0	77
13:50:00	49800	0	1	0	76	0	1	0	76
13:55:00	50100	0	0	0	76	0	0	0	76
14:00:00	50400	0	0	0	76	0	0	0	76
14:05:00	50700	0	1	0	75	0	1	0	75
14:10:00	51000	0	0	0	75	0	0	0	75
14:15:00	51300	0	1	0	74	0	1	0	74
14:20:00	51600	0	0	0	74	0	0	0	74
14:25:00	51900	0	1	0	73	0	1	0	73
14:30:00	52200	0	0	0	73	0	0	0	73
14:35:00	52500	0	0	0	73	0	0	0	73
14:40:00	52800	0	1	0	72	0	1	0	72
14:45:00	53100	0	0	0	72	0	0	0	72
14:50:00	53400	0	1	0	71	0	1	0	71
14:55:00	53700	0	0	0	71	0	0	0	71
15:00:00	54000	0	0	0	71	0	0	0	71
15:05:00	54300	0	1	0	70	0	1	0	70
15:10:00	54600	0	0	0	70	0	0	0	70
15:15:00	54900	0	1	0	69	0	1	0	69
15:20:00	55200	0	0	0	69	0	0	0	69
15:25:00	55500	0	1	0	68	0	1	0	68
15:30:00	55800	0	0	0	68	0	0	0	68
15:35:00	56100	0	0	0	68	0	0	0	68
15:40:00	56400	0	1	0	67	0	1	0	67
15:45:00	56700	0	0	0	67	0	0	0	67
15:50:00	57000	0	1	0	66	0	1	0	66
15:55:00	57300	0	0	0	66	0	0	0	66
16:00:00	57600	33	1	0	98	33	1	0	98
16:05:00	57900	1	1	0	98	1	1	0	98
16:10:00	58200	0	1	0	97	0	1	0	97
16:15:00	58500	1	1	0	97	1	1	0	97
16:20:00	58800	0	0	0	97	0	0	0	97
16:25:00	59100	1	2	0	96	1	2	0	96
16:30:00	59400	0	0	0	96	0	0	0	96
16:35:00	59700	0	1	0	95	0	1	0	95
16:40:00	60000	1	1	0	95	1	1	0	95
16:45:00	60300	0	1	0	94	0	1	0	94
16:50:00	60600	1	1	0	94	1	1	0	94
16:55:00	60900	0	0	0	94	0	0	0	94
17:00:00	61200	0	1	0	93	0	1	0	93
17:05:00	61500	1	1	0	93	1	1	0	93
17:10:00	61800	0	1	0	92	0	1	0	92
17:15:00	62100	1	1	0	92	1	1	0	92
17:20:00	62400	0	0	0	92	0	0	0	92
17:25:00	62700	1	2	0	91	1	2	0	91
17:30:00	63000	0	0	0	91	0	0	0	91
17:35:00	63300	0	1	0	90	0	1	0	90
17:40:00	63600	1	1	0	90	1	1	0	90
17:45:00	63900	0	1	0	89	0	1	0	89
17:50:00	64200	1	1	0	89	1	1	0	89
17:55:00	64500	0	0	0	89	0	0	0	89
18:00:00	64800	0	1	0	88	0	1	0	88
18:05:00	65100	1	1	0	88	1	1	0	88
18:10:00	65400	0	1	0	87	0	1	0	87
18:15:00	65700	1	1	0	87	1	1	0	87
18:20:00	66000	0	0	0	87	0	0	0	87
18:25:00	66300	1	2	0	86	1	2	0	86
18:30:00	66600	0	0	0	86	0	0	0	86
18:35:00	66900	0	1	0	85	0	1	0	85
18:40:00	67200	1	1	0	85	1	1	0	85
18:45:00	67500	0	1	0	84	0	1	0	84
18:50:00	67800	1	1	0	84	1	1	0	84
18:55:00	68100	0	0	0	84	0	0	0	84
19:00:00	68400	0	1	0	83	0	1	0	83
19:05:00	68700	1	1	0	83	1	1	0	83
19:10:00	69000	0	1	0	82	0	1	0	82
19:15:00	69300	1	1	0	82	1	1	0	82
19:20:00	69600	0	0	0	82	0	0	0	82
19:25:00	69900	1	2	0	81	1	2	0	81
19:30:00	70200	0	0	0	81	0	0	0	81
19:35:00	70500	0	1	0	80	0	1	0	80
19:40:00	70800	1	1	0	80	1	1	0	80
19:45:00	71100	0	1	0	79	0	1	0	79
19:50:00	71400	1	1	0	79	1	1	0	79
19:55:00	71700	0	0	0	79	0	0	0	79
20:00:00	72000	0	1	0	78	0	1	0	78
20:05:00	72300	1	1	0	78	1	1	0	78
20:10:00	72600	0	1	0	77	0	1	0	77
20:15:00	72900	1	1	0	77	1	1	0	77
20:20:00	73200	0	0	0	77	0	0	0	77
20:25:00	73500	1	2	0	76	1	2	0	76
20:30:00	73800	0	0	0	76	0	0	0	76
20:35:00	74100	0	1	0	75	0	1	0	75
20:40:00	74400	1	1	0	75	1	1	0	75
20:45:00	74700	0	1	0	74	0	1	0	74
20:50:00	75000	1	1	0	74	1	1	0	74
20:55:00	75300	0	0	0	74	0	0	0	74
21:00:00	75600	0	1	0	73	0	1	0	73
21:05:00	75900	1	1	0	73	1	1	0	73
21:10:00	76200	0	1	0	72	0	1	0	72
21:15:00	76500	1	1	0	72	1	1	0	72
21:20:00	76800	0	0	0	72	0	0	0	72
21:25:00	77100	1	2	0	71	1	2	0	71
21:30:00	77400	0	0	0	71	0	0	0	71
21:35:00	77700	0	1	0	70	0	1	0	70
21:40:00	78000	1	1	0	70	1	1	0	70
21:45:00	78300	0	1	0	69	0	1	0	69
21:50:00	78600	1	1	0	69	1	1	0	69
21:55:00	78900	0	0	0	69	0	0	0	69
22:00:00	79200	0	1	0	68	0	1	0	68
22:05:00	79500	1	1	0	68	1	1	0	68
22:10:00	79800	0	1	0	67	0	1	0	67
22:15:00	80100	1	1	0	67	1	1	0	67
22:20:00	80400	0	0	0	67	0	0	0	67
22:25:00	80700	1	2	0	66	1	2	0	66
22:30:00	81000	0	0	0	66	0	0	0	66
22:35:00	81300	0	1	0	65	0	1	0	65
22:40:00	81600	1	1	0	65	1	1	0	65
22:45:00	81900	0	1	0	64	0	1	0	64
22:50:00	82200	1	1	0	64	1	1	0	64
22:55:00	82500	0	0	0	64	0	0	0	64
23:00:00	82800	0	1	0	63	0	1	0	63
23:05:00	83100	1	1	0	63	1	1	0	63
23:10:00	83400	0	1	0	62	0	1	0	62
23:15:00	83700	1	1	0	62	1	1	0	62
23:20:00	84000	0	0	0	62	0	0	0	62
23:25:00	84300	1	2	0	61	1	2	0	61
23:30:00	84600	0	0	0	61	0	0	0	61
23:35:00	84900	0	1	0	60	0	1	0	60
23:40:00	85200	1	1	0	60	1	1	0	60
23:45:00	85500	0	1	0	59	0	1	0	59
23:50:00	85800	1	1	0	59	1	1	0	59
23:55:00	86100	0	0	0	59	0	0	0	59
24:00:00	86400	0	1	0	58	0	1	0	58
24:05:00	86700	1	1	0	58	1	1	0	58
24:10:00	87000	0	1	0	57	0	1	0	57
24:15:00	87300	1	1	0	57	1	1	0	57
24:20:00	87600	0	0	0	57	0	0	0	57
24:25:00	87900	1	2	0	56	1	2	0	56
24:30:00	88200	0	0	0	56	0	0	0	56
24:35:00	88500	0	1	0	55	0	1	0	55
24:40:00	88800	1	1	0	55	1	1	0	55
24:45:00	89100	0	1	0	54	0	1	0	54
24:50:00	89400	1	1	0	54	1	1	0	54
24:55:00	89700	0	0	0	54	0	0	0	54
25:00:00	90000	0	1	0	53	0	1	0	53
25:05:00	90300	1	1	0	53	1	1	0	53
25:10:00	90600	0	1	0	52	0	1	0	52
25:15:00	90900	1	1	0	52	1	1	0	52
25:20:00	91200	0	0	0	52	0	0	0	52
25:25:00	91500	1	2	0	51	1	2	0	51
25:30:00	91800	0	0	0	51	0	0	0	51
25:35:00	92100	0	1	0	50	0	1	0	50
25:40:00	92400	1	1	0	50	1	1	0	50
25:45:00	92700	0	1	0	49	0	1	0	49
25:50:00	93000	1	1	0	49	1	1	0	49
25:55:00	93300	0	0	0	49	0	0	0	49
26:00:00	93600	0	1	0	48	0	1	0	48
26:05:00	93900	1	1	0	48	1	1	0	48
26:10:00	94200	0	1	0	47	0	1	0	47
26:15:00	94500	1	1	0	47	1	1	0	47
26:20:00	94800	0	0	0	47	0	0	0	47
26:25:00	95100	1	2	0	46	1	2	0	46
26:30:00	95400	0	0	0	46	0	0	0	46
26:35:00	95700	0	1	0	45	0	1	0	45
26:40:00	96000	1	1	0	45	1	1	0	45
26:45:00	96300	0	1	0	44	0	1	0	44
26:50:00	96600	1	1	0	44	1	1	0	44
26:55:00	96900	0	0	0	44	0	0	0	44
27:00:00	97200	0	1	0	43	0	1	0	43
27:05:00	97500	1	1	0	43	1	1	0	43
27:10:00	97800	0	1	0	42	0	1	0	42
27:15:00	98100	1	1	0	42	1	1	0	42
27:20:00	98400	0	0	0	42	0	0	0	42
27:25:00	98700	1	2	0	41	1	2	0	41
27:30:00	99000	0	0	0	41	0	0	0	41
27:35:00	99300	0	1	0	40	0	1	0	40
27:40:00	99600	1	1	0	40	1	1	0	40
27:45:00	99900	0	1	0	39	0	1	0	39
27:50:00	100200	1	1	0	39	1	1	0	39
27:55:00	100500	0	0	0	39	0	0	0	39
28:00:00	100800	0	1	0	38	0	1	0	38
28:05:00	101100	1	1	0	38	1	1	0	38
28:10:00	101400	0	1	0	37	0	1	0	37
28:15:00	101700	1	1	0	37	1	1	0	37
28:20:00	102000	0	0	0	37	0	0	0	37
28:25:00	102300	1	2	0	36	1	2	0	36
28:30:00	102600	0	0	0	36	0	0	0	36
28:35:00	102900	0	1	0	35	0	1	0	35
28:40:00	103200	1	1	0	35	1	1	0	35
28:45:00	103500	0	1	0	34	0	1	0	34
28:50:00	103800	1	1	0	34	1	1	0	34
28:55:00	104100	0	0	0	34	0	0	0	34
29:00:00	104400	0	1	0	33	0	1	0	33
29:05:00	104700	1	1	0	33	1	1	0	33
29:10:00	105000	0	1	0	32	0	1	0	32
29:15:00	105300	0	0	0	32	0	0	0	32
29:20:00	105600	0	0	0	32	0	0	0	32
29:25:00	105900	0	1	0	31	0	1	0	31
29:30:00	106200	0	0	0	31	0	0	0	31
29:35:00	106500	0	1	0	30	0	1	0	30
29:40:00	106800	0	0	0	30	0	0	0	30
29:45:00	107100	0	1	0	29	0	1	0	29
29:50:00	107400	0	0	0	29	0	0	0	29
29:55:00	107700	0	0	0	29	0	0	0	29
30:00:00	108000	0	1	0	28	0	1	0	28
30:05:00	108300	0	28	0	0	0	28	0	0
